,y_test,y_pred_automl,y_pred_lrmodel
0,-71.9604034423828,51.80179524954031,72.47514243673378
1,29.5499992370605,29.576461169770358,58.88242411448506
2,5.55000019073486,15.222690969102107,58.9449251947334
3,-51.8759994506836,-10.792729021653756,-66.909056961506
4,-157.283996582031,-67.89984308334186,-100.88565917900254
5,5.6399998664856,8.608528840420004,28.75798609070788
6,-488.915985107422,-75.6190264036207,51.052429471189754
7,1.01999998092651,8.608528840420004,49.17623330415631
8,11.1870002746582,8.608528840420004,15.536236745631104
9,137.020004272461,54.31334762733497,54.86896004800124
10,18.0377998352051,15.222690969102107,31.961955350205233
11,353.579010009766,207.1410381011834,169.38204285822042
12,16.7399997711182,54.31334762733497,58.165761853799935
13,5.03999996185303,104.18530494192366,61.62847650174578
14,8.27999973297119,8.608528840420004,24.067573029708953
15,157.363006591797,68.76020177767342,89.24783073066853
16,0.0,21.177258262838265,44.707679155137086
17,-100.800003051758,-55.2378834786506,-158.20269915503374
18,11.039999961853,21.177258262838265,38.16877121572784
19,3.96000003814697,8.608528840420004,38.491905552596215
20,-86.1360015869141,-87.65265038752503,-159.25347569351987
21,3.59999990463257,8.608528840420004,37.92323825206968
22,-1.7039999961853,11.815015946526621,-11.458843843749435
23,2.93460011482239,32.09360325551797,50.621385873902554
24,36.4799995422363,51.944533803917324,47.388840052915356
25,108.569999694824,54.31334762733497,44.0148573926582
26,669.719970703125,387.96262295631186,342.1882278696381
27,81.3000030517578,110.03694140744828,153.67247905215814
28,333.359985351563,154.74346864493563,108.1911625855098
29,-16.007999420166,37.06332396687058,13.611508898380098
30,9.0600004196167,11.766031657810526,33.026701299148506
31,0.740000009536743,8.608528840420004,48.7442926841387
32,12.1599998474121,11.766031657810526,24.24836959256691
33,-120.051002502441,-76.86220654365046,-211.30630412949756
34,1.01999998092651,15.222690969102107,46.911107962857315
35,70.2180023193359,24.866212830858828,-44.44150161128546
36,12.4751996994019,8.608528840420004,45.11679829275623
37,19.1399993896484,11.766031657810526,42.606740309297095
38,-7.8407998085022,-6.52191897744277,-70.201263292382
39,62.4599990844727,36.33161244728265,10.623359192707042
40,-5.72700023651123,2.5112212996844505,-22.81424306547651
41,-5.32800006866455,-10.792729021653756,-59.12764720282445
42,3.90039992332458,8.608528840420004,-23.55656051164726
43,116.519996643066,113.41236543236256,66.37284324062384
44,26.5599994659424,23.351872092539434,27.231712081358005
45,16.5599994659424,11.766031657810526,18.39959941484846
46,8.38679981231689,8.608528840420004,-18.896576488779193
47,0.200000002980232,8.608528840420004,40.31033913675323
48,-19.4699993133545,-51.30826266778359,219.23997466858808
49,2.88000011444092,15.222690969102107,13.037736158414763
50,6.21000003814697,22.461339155711563,27.2665063805094
51,-115.860000610352,-29.013632372888857,-102.1913778042696
52,4.67999982833862,8.608528840420004,23.519590158771717
53,6.65840005874634,8.608528840420004,11.921763106721325
54,0.959999978542328,8.608528840420004,30.739061046835857
55,126.564002990723,95.33979255093092,70.88495360882732
56,9.31999969482422,8.608528840420004,31.24456727536908
57,13.3199996948242,11.766031657810526,21.764493278987096
58,-27.3419990539551,-42.882809493574655,-62.31665794525307
59,22.8689994812012,15.222690969102107,5.254227973498226
60,31.5809993743896,34.02064521899447,30.866989133656453
61,10.5,113.41236543236256,102.95018256775246
62,41.1208000183105,22.461339155711563,-6.152743359251101
63,6.84600019454956,11.815015946526621,5.699806112784348
64,70.5456008911133,29.576461169770358,45.96423586059328
65,48.328498840332,32.09360325551797,49.415883463359364
66,5.44320011138916,8.608528840420004,-3.50568226548722
67,74.8524017333984,32.09360325551797,62.30927047697833
68,0.224399998784065,8.608528840420004,40.957284231233146
69,15.0,15.222690969102107,24.064712473964313
70,-88.8089981079102,98.13801325358426,99.54742252364385
71,4.1399998664856,8.608528840420004,33.121238241780134
72,28.5930004119873,38.43610684979982,22.619852863050887
73,40.2299995422363,93.32471766947741,77.5200265433466
74,7.65999984741211,8.608528840420004,40.14145283402722
75,18.8099994659424,15.222690969102107,29.924487196264742
76,25.0599994659424,24.866212830858828,43.87831571398068
77,16.3351993560791,11.815015946526621,19.877129487580703
78,-0.0080000003799796,-6.52191897744277,-39.154321812300765
79,3.18059992790222,8.608528840420004,0.337972972474919
